frame;a;b;c
1664;0;0;0
1665;1;0;1
1666;1;0;1
1667;0;0;2
1668;0;0;2
1669;0;0;2
1670;0;0;2
1671;0;0;2
1672;0;0;2
1673;0;0;2
1674;0;0;2
1675;0;0;2
1676;0;0;2
1677;0;0;2
1678;0;0;2
1679;0;0;2
1680;0;0;2
1681;0;0;2
1682;0;0;2
1683;0;0;2
1684;0;0;2
1685;0;0;2
1686;0;0;2
1687;0;0;2
1688;0;0;2
1689;0;0;2
1690;0;0;2
1691;0;0;2
1692;0;0;2
1693;0;0;2
1694;0;0;2
1695;0;0;2
1696;0;0;2
1697;0;0;2
1698;0;0;2
1699;0;0;2
1700;0;0;2
1701;0;0;2
1702;0;0;2
1703;0;0;2
1704;0;0;2
1705;0;0;2
1706;0;0;2
1707;0;0;2
1708;0;0;2
1709;0;0;2
1710;0;0;2
1711;0;0;2
1712;0;0;2
1713;0;0;2
1714;0;0;2
1715;0;0;2
1716;0;0;2
1717;0;0;2
1718;0;0;2
1719;0;0;2
1720;0;0;2
1721;0;0;2
1722;0;0;2
1723;0;0;2
1724;0;0;2
1725;0;0;2
1726;0;0;2
1727;0;0;2
1728;0;0;2
1729;0;0;2
1730;0;0;2
1731;0;0;2
1732;0;0;2
1733;0;0;2
1734;0;0;2
1735;0;0;2
1736;0;0;2
1737;0;0;2
1738;0;0;2
1739;0;0;2
1740;0;0;2
1741;0;0;2
1742;0;0;2
1743;0;0;2
1744;0;0;2
1745;0;0;2
1746;0;0;2
1747;0;0;2
1748;0;0;2
1749;0;0;2
1750;0;0;2
1751;0;0;2
1752;0;0;2
1753;0;0;2
1754;0;0;2
1755;0;0;2
1756;0;0;2
1757;0;0;2
1758;0;0;2
1759;0;0;2
1760;0;0;2
1761;0;0;2
1762;0;0;2
1763;0;0;2
1764;0;0;2
1765;0;0;2
1766;0;0;2
1767;0;0;2
1768;0;0;2
1769;0;0;2
1770;0;0;2
1771;0;0;2
1772;0;0;2
1773;0;0;2
1774;0;0;2
1775;0;0;2
1776;0;0;2
1777;0;0;2
1778;0;0;2
1779;0;0;2
1780;0;0;2
1781;0;0;2
1782;0;0;2
1783;0;0;2
1784;0;0;2
1785;0;0;2
1786;0;0;2
1787;0;0;2
1788;0;0;2
1789;0;0;2
1790;0;0;2
1791;0;0;2
1792;0;0;2
1793;0;0;2
1794;0;0;2
1795;0;0;2
1796;0;0;2
1797;0;0;2
1798;0;0;2
1799;0;0;2
1800;0;0;2
1801;0;0;2
1802;0;0;2
1803;0;0;2
1804;0;0;2
1805;0;0;2
1806;0;0;2
1807;0;0;2
1808;0;0;2
1809;0;0;2
1810;0;0;2
1811;0;0;2
1812;0;0;2
1813;0;0;2
1814;0;0;2
1815;0;0;2
1816;0;0;2
1817;0;0;2
1818;0;0;2
1819;0;0;2
1820;0;0;2
1821;0;0;2
1822;0;0;2
1823;0;0;2
1824;0;0;2
1825;0;0;2
1826;0;0;2
1827;0;0;2
1828;0;0;2
1829;0;0;2
1830;0;0;2
1831;0;0;2
1832;0;0;2
1833;0;0;2
1834;0;0;2
1835;0;0;2
1836;0;0;2
1837;0;0;2
1838;0;0;2
1839;0;0;2
1840;0;0;2
1841;0;0;2
1842;0;0;2
1843;0;0;2
1844;0;0;2
1845;0;0;2
1846;0;0;2
1847;0;0;2
1848;0;0;2
1849;0;0;2
1850;0;0;2
1851;0;0;2
1852;0;0;2
1853;0;0;2
1854;0;0;2
1855;0;0;2
1856;0;0;2
1857;0;0;2
1858;0;0;2
1859;0;0;2
1860;0;0;2
1861;0;0;2
1862;0;0;2
1863;0;0;2
1864;0;0;2
1865;0;0;2
1866;0;0;2
1867;0;0;2
1868;0;0;2
1869;0;0;2
1870;0;0;2
1871;0;0;2
1872;0;0;2
1873;0;0;2
1874;0;0;2
1875;0;0;2
1876;0;0;2
1877;0;0;2
1878;0;0;1
1879;0;0;1
1880;0;0;1
1881;0;0;1
1882;0;0;1
1883;0;0;1
1884;0;0;1
1885;0;0;1
1886;0;0;1
1887;0;0;1
1888;0;0;1
1889;0;0;1
1890;0;0;1
1891;0;0;1
1892;0;0;1
1893;0;0;1
1894;0;0;1
1895;0;0;1
1896;0;0;1
1897;0;0;1
1898;0;0;1
1899;0;0;1
1900;0;0;1
1901;0;0;2
1902;0;0;2
1903;0;0;2
1904;0;0;2
1905;0;0;2
1906;0;0;2
1907;0;0;2
1908;0;0;2
1909;0;0;2
1910;0;0;2
1911;0;0;2
1912;0;0;2
1913;0;0;2
1914;0;0;2
1915;0;0;2
1916;0;0;2
1917;0;0;2
1918;0;0;2
1919;0;0;2
1920;0;0;2
1921;0;0;2
1922;0;0;2
1923;0;0;2
1924;0;0;2
1925;0;0;2
1926;0;0;2
1927;0;0;2
1928;0;0;2
1929;0;0;2
1930;0;0;2
1931;0;0;2
1932;0;0;2
1933;0;0;2
1934;0;0;2
1935;0;0;2
1936;0;0;2
1937;0;0;2
1938;0;0;2
1939;0;0;2
1940;0;0;2
1941;0;0;2
1942;0;0;2
1943;0;0;2
1944;0;0;2
1945;0;0;2
1946;0;0;1
1947;0;0;1
1948;0;0;1
1949;0;0;1
1950;0;0;0
1951;0;0;0
1952;0;0;0
1953;0;0;0
1954;0;0;0
1955;0;0;0
1956;0;0;0
1957;0;0;0
1958;0;0;0
1959;0;0;0
1960;0;0;0
1961;0;0;0
1962;0;0;0
1963;0;0;0
1964;0;0;0
1965;0;0;0
1966;0;0;0
1967;0;0;0
1968;0;0;0
1969;0;0;0
1970;0;0;0
1971;0;0;0
1972;0;0;0
1973;0;0;0
1974;0;0;0
1975;0;0;0
1976;0;0;0
1977;0;0;0
1978;0;0;0
1979;0;0;0
1980;0;0;0
1981;0;0;0
1982;0;0;0
1983;0;0;0
1984;0;0;0
1985;0;0;0
1986;0;0;0
1987;0;0;0
1988;0;0;0
1989;0;0;0
1990;0;0;0
1991;0;0;0
1992;0;0;0
1993;0;0;0
1994;0;0;0
1995;0;0;0
1996;0;0;0
1997;0;0;0
1998;0;0;0
1999;0;0;0
;0;0;0
2001;0;0;0
2002;0;0;0
2003;0;0;0
2004;0;0;0
2005;0;0;0
2006;0;0;0
2007;0;0;0
2008;0;0;0
2009;0;0;0
2010;0;0;0
2011;0;0;0
2012;0;0;0
2013;0;0;0
2014;0;0;0
2015;0;0;0
2016;0;0;0
2017;0;0;0
2018;0;0;0
2019;0;0;0
2020;0;0;0
2021;0;0;0
2022;0;0;0
2023;0;0;0
2024;0;0;0
2025;0;0;0
2026;0;0;0
2027;0;0;0
2028;0;0;0
2029;0;0;0
2030;0;0;0
2031;0;0;0
2032;0;0;0
2033;0;0;0
2034;0;0;0
2035;0;0;0
2036;0;0;1
2037;0;0;1
2038;0;0;1
2039;0;0;1
2040;0;0;1
2041;0;0;1
2042;0;0;1
2043;0;0;1
2044;0;0;1
2045;0;0;0
2046;0;0;0
2047;0;0;0
2048;0;0;0
2049;0;0;0
2050;0;0;0
2051;0;0;0
2052;0;0;0
2053;0;0;0
2054;0;0;0
2055;0;0;0
2056;0;0;0
2057;0;0;0
2058;0;0;0
2059;0;0;0
2060;0;0;0
2061;0;0;0
2062;0;0;0
2063;0;0;0
2064;0;0;0
2065;0;0;0
2066;0;0;0
2067;0;0;0
2068;0;0;0
2069;0;0;0
2070;0;0;0
2071;0;0;0
2072;0;0;0
2073;0;0;0
2074;0;0;0
2075;0;0;0
2076;0;0;0
2077;0;0;0
2078;0;0;0
2079;0;0;0
2080;0;0;0
2081;0;0;0
2082;0;0;0
2083;0;0;0
2084;0;0;0
2085;0;0;0
2086;0;0;0
2087;0;0;0
2088;0;0;0
2089;0;0;0
2090;0;0;0
2091;0;0;0
2092;0;0;0
2093;0;0;0
2094;0;0;0
2095;0;0;0
2096;0;0;0
2097;0;0;0
2098;0;0;0
2099;0;0;0
2100;0;0;0
2101;0;0;0
2102;0;0;0
2103;0;0;0
2104;0;0;0
2105;0;0;0
2106;0;0;0
2107;0;0;0
2108;0;0;0
2109;0;0;0
2110;0;0;0
2111;0;0;0
2112;0;0;0
2113;0;0;0
2114;0;0;0
2115;0;0;0
2116;0;0;0
2117;0;0;0
2118;0;0;0
2119;0;0;0
2120;0;0;0
2121;0;0;0
2122;0;0;0
2123;0;0;0
2124;0;0;0
2125;0;0;0
2126;0;0;0
2127;0;0;0
2128;0;0;0
2129;0;0;0
2130;0;0;0
2131;0;0;0
2132;0;0;0
2133;0;0;0
2134;0;0;0
2135;0;0;0
2136;0;0;0
2137;0;0;0
2138;0;0;0
2139;0;0;0
2140;0;0;0
2141;0;0;0
2142;0;0;0
2143;0;0;0
2144;0;0;0
2145;0;0;0
2146;0;0;0
2147;0;0;0
2148;0;0;0
2149;0;0;0
2150;0;0;0
2151;0;0;0
2152;0;0;0
2153;0;0;0
2154;0;0;0
2155;0;0;0
2156;0;0;0
2157;0;0;0
2158;0;0;0
2159;0;0;0
2160;0;0;0
2161;0;0;0
2162;0;0;0
2163;0;0;0
2164;0;0;0
2165;0;0;0
2166;0;0;0
2167;0;0;0
2168;0;0;0
2169;0;0;0
2170;0;0;0
2171;0;0;0
2172;0;0;0
2173;0;0;0
2174;0;0;0
2175;0;0;0
2176;0;0;0
2177;0;0;0
2178;0;0;0
2179;0;0;0
2180;0;0;0
2181;0;0;0
2182;0;0;0
2183;0;0;0
2184;0;0;0
2185;0;0;0
2186;0;0;0
2187;0;0;0
2188;0;0;0
2189;0;0;0
2190;0;0;0
2191;0;0;0
2192;0;0;0
2193;0;0;0
2194;0;0;0
2195;0;0;0
2196;0;0;0
2197;0;0;0
2198;0;0;0
2199;0;0;1
2200;0;0;1
2201;0;0;1
2202;0;0;2
2203;0;0;2
2204;0;0;2
2205;0;0;2
2206;0;0;2
2207;0;0;2
2208;0;0;2
2209;0;0;2
2210;0;0;2
2211;0;0;2
2212;0;0;2
2213;0;0;2
2214;0;0;2
2215;0;0;2
2216;0;0;2
2217;0;0;2
2218;0;0;2
2219;0;0;2
2220;0;0;2
2221;0;0;2
2222;0;0;2
2223;0;0;2
2224;0;0;2
2225;0;0;2
2226;0;0;2
2227;0;0;2
2228;0;0;2
2229;0;0;2
2230;0;0;2
2231;0;0;2
2232;0;0;2
2233;0;0;2
2234;0;0;2
2235;0;0;2
2236;0;0;2
2237;0;0;2
2238;0;0;2
2239;0;0;2
2240;0;0;2
2241;0;0;2
2242;0;0;2
2243;0;0;2
2244;0;0;2
2245;0;0;2
2246;0;0;2
2247;0;0;2
2248;0;0;2
2249;0;0;2
2250;0;0;2
2251;0;0;2
2252;0;0;2
2253;0;0;2
2254;0;0;2
2255;0;0;2
2256;0;0;2
2257;0;0;2
2258;0;0;2
2259;0;0;1
2260;0;0;1
2261;0;0;1
2262;0;0;1
2263;0;0;0
2264;0;0;0
2265;0;0;0
2266;0;0;0
2267;0;0;0
2268;0;0;0
2269;0;0;0
2270;0;0;0
2271;0;0;0
2272;0;0;0
2273;0;0;0
2274;0;0;0
2275;0;0;0
2276;0;0;0
2277;0;0;0
2278;0;0;0
2279;0;0;0
2280;0;0;0
2281;0;0;0
2282;0;0;0
2283;0;0;0
2284;0;0;1
2285;0;0;1
2286;0;0;1
2287;0;0;1
2288;0;0;1
2289;0;0;2
2290;0;0;2
2291;0;0;2
2292;0;0;2
2293;0;0;2
2294;0;0;2
2295;0;0;2
2296;0;0;2
2297;0;0;2
2298;0;0;2
2299;0;0;2
2300;0;0;2
2301;0;0;2
2302;0;0;2
2303;0;0;2
2304;0;0;2
2305;0;0;2
2306;0;0;2
2307;0;0;2
2308;0;0;2
2309;0;0;2
2310;0;0;2
2311;0;0;2
2312;0;0;2
2313;0;0;2
2314;0;0;2
2315;0;0;2
2316;0;0;2
2317;0;0;2
2318;0;0;2
2319;0;0;2
2320;0;0;2
2321;0;0;2
2322;0;0;2
2323;0;0;2
2324;0;0;2
2325;0;0;2
2326;0;0;2
2327;0;0;2
2328;0;0;2
2329;0;0;2
2330;0;0;2
2331;0;0;2
2332;0;0;2
2333;0;0;2
2334;0;0;2
2335;0;0;2
2336;0;0;2
2337;0;0;2
2338;0;0;2
2339;0;0;2
2340;0;0;2
2341;0;0;2
2342;0;0;2
2343;0;0;2
2344;0;0;2
2345;0;0;2
2346;0;0;2
2347;0;0;2
2348;0;0;2
2349;0;0;2
2350;0;0;2
2351;0;0;2
2352;0;0;2
2353;0;0;2
2354;0;0;2
2355;0;0;2
2356;0;0;2
2357;0;0;2
2358;0;0;2
2359;0;0;2
2360;0;0;2
2361;0;0;2
2362;0;0;2
2363;0;0;2
2364;0;0;2
2365;0;0;2
2366;0;0;2
2367;0;0;2
2368;0;0;2
2369;0;0;2
2370;0;0;2
2371;0;0;2
2372;0;0;2
2373;0;0;2
2374;0;0;2
2375;0;0;2
2376;0;0;2
2377;0;0;2
2378;0;0;2
2379;0;0;2
2380;0;0;2
2381;0;0;2
2382;0;0;2
2383;0;0;2
2384;0;0;2
2385;0;0;2
2386;0;0;2
2387;0;0;2
2388;0;0;2
2389;0;0;2
2390;0;0;2
2391;1;0;0
2392;1;0;0
2393;1;0;0
2394;1;0;0
2395;1;0;0
2396;1;0;0
2397;1;0;0
2398;1;0;0
2399;1;0;1
2400;1;0;1
2401;1;0;1
2402;1;0;1
2403;1;0;1
2404;1;0;1
2405;1;0;1
2406;0;0;1
2407;0;0;1
2408;0;0;1
2409;0;0;1
2410;0;0;1
2411;0;0;1
2412;0;0;1
2413;0;0;1
2414;0;0;1
2415;0;1;1
2416;0;1;1
2417;0;1;1
2418;0;1;1
2419;0;1;1
2420;0;1;1
2421;0;1;1
2422;0;1;1
2423;0;1;1
2424;0;1;1
2425;0;1;1
2426;0;1;1
2427;0;1;1
2428;0;0;2
2429;0;0;2
2430;0;0;2
2431;0;0;2
2432;0;0;2
2433;0;0;2
2434;0;0;2
2435;0;0;2
2436;0;0;2
2437;0;0;2
2438;0;0;2
2439;0;0;2
2440;0;0;2
2441;0;0;2
2442;0;0;2
2443;0;0;2
2444;0;0;2
2445;0;0;2
2446;0;0;2
2447;0;0;2
2448;0;0;2
2449;0;0;2
2450;0;0;2
2451;0;0;2
2452;0;0;2
2453;0;0;2
2454;0;0;2
2455;0;0;2
2456;0;0;2
2457;0;0;2
2458;0;0;2
2459;0;0;2
2460;0;0;2
2461;0;0;2
2462;0;0;2
2463;0;0;2
2464;0;0;2
2465;0;0;2
2466;0;0;2
2467;0;0;2
2468;0;0;2
2469;0;0;2
2470;0;0;2
2471;0;0;2
2472;0;0;2
2473;0;0;2
2474;0;0;2
2475;0;0;2
2476;0;0;2
2477;0;0;2
2478;0;0;2
2479;0;0;2
2480;0;0;2
2481;0;0;2
2482;0;0;2
2483;0;0;2
2484;0;0;2
2485;0;0;2
2486;0;0;2
2487;0;0;2
2488;0;0;2
2489;0;0;2
2490;0;0;2
2491;0;0;2
2492;0;0;2
2493;0;0;2
2494;0;0;2
2495;0;0;2
2496;0;0;2
2497;0;0;2
2498;0;0;2
2499;0;0;2
2500;0;0;2
2501;0;0;2
2502;0;0;2
2503;0;0;2
2504;0;0;2
2505;0;0;2
2506;0;0;2
2507;0;0;2
2508;0;0;2
2509;0;0;2
2510;0;0;2
2511;0;0;2
2512;0;0;2
2513;0;0;2
2514;0;0;2
2515;0;0;2
2516;0;0;2
2517;0;0;2
2518;0;0;2
2519;0;0;2
2520;0;0;2
2521;0;0;2
2522;0;0;2
2523;0;0;2
2524;0;0;2
2525;0;0;2
2526;0;0;2
2527;0;1;1
2528;0;2;0
2529;0;2;0
2530;0;2;0
2531;0;2;0
2532;0;2;0
2533;0;2;0
2534;0;2;0
2535;0;2;0
2536;0;2;0
2537;0;2;0
2538;0;2;0
2539;0;2;0
2540;0;2;0
2541;0;2;0
2542;0;2;0
2543;0;2;0
2544;0;2;0
2545;0;2;0
2546;0;1;0
2547;0;2;0
2548;0;2;0
2549;0;1;0
2550;0;1;0
2551;0;2;0
2552;0;2;0
2553;0;2;0
2554;0;2;0
2555;0;2;0
2556;0;2;0
2557;0;2;0
2558;0;2;0
2559;0;2;0
2560;0;2;0
2561;0;2;0
2562;0;2;0
2563;0;2;0
2564;0;2;0
2565;1;1;0
2566;1;1;0
2567;1;1;0
2568;2;0;0
2569;2;0;0
2570;2;0;0
2571;2;0;0
2572;2;0;0
2573;2;0;0
2574;2;0;0
2575;2;0;0
2576;2;0;0
2577;2;0;0
2578;2;0;0
2579;1;1;0
2580;0;2;0
2581;0;2;0
2582;0;2;0
2583;0;2;0
2584;0;2;0
2585;0;2;0
2586;0;2;0
2587;0;2;0
2588;0;2;0
2589;0;2;0
2590;0;2;0
2591;0;2;0
2592;0;2;0
2593;0;2;0
2594;0;2;0
2595;0;2;0
2596;0;2;0
2597;0;2;0
2598;0;2;0
2599;1;1;0
2600;1;1;0
2601;1;1;0
2602;2;0;0
2603;2;0;0
2604;2;0;0
2605;2;0;0
2606;2;0;0
2607;2;0;0
2608;2;0;0
2609;1;1;0
2610;1;1;0
2611;1;1;0
2612;1;1;0
2613;1;1;0
2614;1;1;0
2615;1;1;0
2616;1;0;0
2617;1;0;0
2618;1;0;0
2619;1;0;0
2620;1;0;0
2621;1;0;0
2622;1;0;0
2623;1;0;0
2624;1;0;0
2625;1;0;0
2626;1;0;0
2627;0;1;0
2628;0;1;0
2629;0;1;0
2630;0;1;0
2631;0;1;0
2632;0;1;0
2633;0;1;0
2634;0;1;0
2635;0;1;0
2636;0;1;0
2637;0;1;0
2638;0;1;0
2639;0;2;0
2640;0;2;0
2641;0;2;0
2642;0;2;0
2643;0;2;0
2644;0;2;0
2645;0;2;0
2646;0;2;0
2647;0;2;0
2648;0;2;0
2649;0;2;0
2650;0;2;0
2651;0;2;0
2652;0;2;0
2653;0;2;0
2654;1;1;0
2655;1;1;0
2656;1;1;0
2657;1;1;0
2658;1;1;0
2659;1;1;0
2660;1;1;0
2661;1;1;0
2662;1;1;0
2663;1;1;0
2664;1;1;0
2665;1;1;0
2666;1;1;0
2667;1;1;0
2668;1;1;0
2669;1;1;0
2670;1;1;0
2671;1;1;0
2672;1;1;0
2673;1;1;0
2674;1;1;0
2675;1;1;0
2676;1;1;0
2677;1;1;0
2678;1;1;0
2679;1;1;0
2680;1;1;0
2681;0;2;0
2682;0;2;0
2683;0;2;0
2684;0;2;0
2685;0;2;0
2686;0;2;0
2687;0;2;0
2688;0;2;0
2689;0;1;0
2690;0;1;0
2691;0;1;0
2692;0;1;0
2693;0;1;0
2694;0;1;0
2695;0;1;0
2696;0;1;0
2697;0;0;0
2698;0;0;0
2699;0;0;0
2700;0;0;0
2701;0;0;0
2702;0;0;0
2703;0;0;0
2704;0;0;0
2705;0;0;0
2706;0;0;0
2707;0;0;0
2708;0;0;0
2709;0;0;0
2710;0;0;0
2711;0;0;0
2712;0;0;0
2713;0;0;0
2714;0;0;0
2715;0;0;0
2716;0;0;0
2717;0;0;0
2718;0;0;0
2719;0;0;0
2720;0;0;0
2721;0;0;0
2722;0;0;0
2723;0;0;0
2724;0;0;0
2725;0;0;0
2726;0;0;0
2727;0;0;0
2728;0;0;0
2729;0;0;0
2730;0;0;0
2731;0;0;0
2732;0;0;0
2733;0;0;0
2734;0;0;0
2735;0;0;0
2736;0;0;0
2737;0;0;0
2738;0;0;0
2739;0;0;0
2740;0;0;0
2741;0;0;0
2742;0;0;0
2743;0;0;0
2744;0;0;0
2745;0;0;0
2746;0;0;0
2747;0;0;0
2748;0;0;0
2749;0;0;0
2750;0;0;0
2751;0;0;1
2752;0;0;2
2753;0;0;2
2754;0;0;2
2755;0;0;2
2756;0;0;2
2757;0;0;2
2758;0;0;2
2759;0;0;2
2760;0;0;2
2761;0;1;1
2762;0;1;1
2763;0;1;1
2764;0;1;1
2765;0;1;1
2766;0;1;1
2767;0;1;1
2768;0;1;1
2769;1;1;0
2770;1;1;0
2771;1;1;0
2772;1;1;0
2773;1;1;0
2774;1;1;0
2775;1;1;0
2776;0;2;0
2777;0;2;0
2778;0;2;0
2779;0;2;0
2780;0;2;0
2781;0;2;0
2782;0;2;0
2783;0;2;0
2784;0;2;0
2785;0;2;0
2786;0;2;0
2787;0;2;0
2788;0;2;0
2789;0;2;0
2790;0;2;0
2791;0;2;0
2792;0;2;0
2793;0;2;0
2794;0;2;0
2795;0;2;0
2796;0;2;0
2797;0;2;0
2798;0;2;0
2799;0;2;0
2800;0;2;0
2801;0;2;0
2802;0;2;0
2803;0;1;0
2804;0;1;0
2805;0;1;0
2806;0;1;0
2807;0;1;0
2808;0;1;0
2809;0;1;0
2810;0;1;0
2811;0;1;0
2812;0;1;0
2813;0;1;0
2814;0;1;0
2815;0;1;0
2816;0;1;0
2817;0;1;0
2818;0;1;0
2819;0;1;0
2820;0;1;0
2821;0;1;0
2822;0;1;0
2823;0;1;0
2824;0;1;0
2825;0;1;0
2826;0;1;0
2827;0;1;0
2828;0;1;0
2829;0;1;0
2830;0;1;0
2831;0;1;0
2832;0;0;0
2833;0;0;0
2834;0;0;0
2835;0;0;0
2836;0;0;0
2837;0;0;0
2838;0;0;0
2839;0;0;0
2840;0;0;0
2841;0;0;0
2842;0;0;0
2843;0;0;0
2844;0;0;0
2845;0;0;0
2846;0;0;0
2847;0;0;0
2848;0;0;0
2849;0;0;0
2850;0;0;0
2851;0;0;0
2852;0;0;0
2853;0;0;0
2854;0;0;0
2855;0;0;0
2856;0;0;0
2857;0;0;0
2858;0;0;0
2859;0;0;0
2860;0;0;0
2861;0;0;0
2862;0;0;0
2863;0;0;0
2864;0;0;0
2865;0;0;0
2866;0;0;0
2867;0;0;0
2868;0;0;0
2869;0;0;0
2870;0;0;0
2871;0;0;0
2872;0;0;0
2873;0;0;0
2874;0;0;0
2875;0;0;0
2876;0;0;0
2877;0;0;0
2878;0;0;0
2879;0;0;0
2880;0;0;0
2881;0;0;0
2882;0;0;0
2883;0;0;0
2884;0;0;0
2885;0;0;0
2886;0;0;0
2887;0;0;0
2888;0;0;0
2889;0;0;0
2890;0;0;0
2891;0;0;0
2892;0;0;0
2893;0;0;0
2894;0;0;0
2895;0;0;0
2896;0;0;0
2897;0;0;0
2898;0;0;0
2899;0;0;0
2900;0;0;0
2901;0;0;0
2902;0;0;0
2903;0;0;0
2904;0;0;0
2905;0;0;0
2906;0;0;0
2907;0;0;0
2908;0;0;0
2909;0;0;0
2910;0;0;0
2911;0;0;0
2912;0;0;0
2913;0;0;0
2914;0;0;0
2915;0;0;0
2916;0;0;0
2917;0;0;0
2918;0;0;0
2919;0;0;0
2920;0;0;0
2921;0;0;0
2922;0;0;0
2923;0;0;0
2924;0;0;0
2925;0;0;0
2926;0;0;0
2927;0;0;0
2928;0;0;0
2929;0;0;0
2930;0;0;0
2931;0;0;0
2932;0;0;0
2933;0;0;0
2934;0;0;0
2935;0;0;0
2936;0;0;0
2937;0;0;0
2938;0;0;0
2939;0;0;0
2940;0;0;0
2941;0;0;0
2942;0;0;0
2943;0;0;0
2944;0;0;0
2945;0;0;0
2946;0;0;0
2947;0;0;0
2948;0;0;0
2949;0;0;0
2950;0;0;0
2951;0;0;0
2952;0;0;0
2953;0;0;0
2954;0;0;0
2955;0;0;0
2956;0;0;0
2957;0;0;0
2958;0;0;0
2959;0;0;0
2960;0;0;0
2961;0;0;0
2962;0;0;0
2963;0;0;0
2964;0;0;0
2965;0;0;0
2966;0;0;1
2967;0;0;1
2968;0;0;1
2969;0;0;1
2970;0;0;1
2971;0;0;1
2972;0;0;2
2973;0;0;2
2974;0;0;2
2975;0;0;2
2976;0;0;2
2977;0;0;2
2978;0;0;2
2979;0;0;2
2980;0;0;2
2981;0;0;2
2982;0;0;2
2983;0;0;2
2984;0;0;2
2985;0;0;2
2986;0;0;2
2987;0;0;2
2988;0;0;2
2989;0;0;2
2990;0;0;0
2991;0;0;0
2992;0;0;0
2993;0;0;0
2994;0;0;0
2995;0;0;0
2996;0;0;0
2997;0;0;0
2998;0;0;0
2999;0;0;0
3000;0;0;0
3001;0;0;0
3002;0;0;0
3003;0;0;0
3004;0;0;0
3005;0;0;0
3006;0;0;0
3007;0;0;0
3008;0;0;0
3009;0;0;0
3010;0;0;0
3011;0;0;0
3012;0;0;0
3013;0;0;0
3014;0;0;0
3015;0;0;0
3016;0;0;0
3017;0;0;0
3018;0;0;0
3019;0;0;0
3020;0;0;0
3021;0;0;0
3022;0;0;0
3023;0;0;0
3024;0;0;0
3025;0;0;0
3026;0;0;0
3027;0;0;0
3028;0;0;0
3029;0;0;0
3030;0;0;0
3031;0;0;0
3032;0;0;0
3033;0;0;0
3034;0;0;0
3035;0;0;0
3036;0;0;0
3037;0;0;0
3038;0;0;0
3039;0;0;0
3040;0;0;0
3041;0;0;0
3042;0;0;0
3043;0;0;1
3044;0;0;1
3045;0;0;1
3046;0;0;1
3047;0;0;1
3048;0;0;1
3049;0;0;1
3050;0;0;1
3051;0;0;1
3052;0;0;1
3053;0;0;0
3054;0;0;0
3055;0;0;0
3056;0;0;0
3057;0;0;0
3058;0;0;0
3059;0;0;0
3060;0;0;0
3061;0;0;0
3062;0;0;0
3063;0;0;0
3064;0;0;0
3065;0;0;0
3066;0;0;0
3067;0;0;0
3068;0;0;0
3069;0;0;0
3070;0;0;0
3071;0;0;0
3072;0;0;0
3073;0;0;0
3074;0;0;0
3075;0;0;0
3076;0;0;0
3077;0;0;0
3078;0;0;0
3079;0;0;0
3080;0;0;0
3081;0;0;0
3082;0;0;0
3083;0;0;0
3084;0;0;0
3085;0;0;0
3086;0;0;0
3087;0;0;0
3088;0;0;0
3089;0;0;0
3090;0;0;0
3091;0;0;0
3092;0;0;0
3093;0;0;0
3094;0;0;0
3095;0;0;0
3096;0;0;0
3097;0;0;0
3098;0;0;0
3099;0;0;0
3100;0;0;0
3101;0;0;0
3102;0;0;0
3103;0;0;0
3104;0;0;0
3105;0;0;0
3106;0;0;0
3107;0;0;0
3108;0;0;0
3109;0;0;0
3110;0;0;0
3111;0;0;1
3112;0;0;1
3113;0;0;1
3114;0;0;1
3115;0;0;1
3116;0;0;1
3117;0;0;1
3118;0;0;1
3119;0;0;1
3120;0;0;1
3121;0;0;1
3122;0;0;1
3123;0;0;1
3124;0;0;1
3125;0;0;1
3126;0;0;2
3127;0;0;2
3128;0;0;2
3129;0;0;2
3130;0;0;2
3131;0;0;2
3132;0;0;2
3133;0;0;2
3134;0;0;2
3135;0;0;2
3136;0;0;2
3137;0;0;2
3138;0;0;2
3139;0;0;2
3140;0;0;2
3141;0;0;2
3142;0;0;2
3143;0;0;2
3144;0;0;2
3145;0;0;2
3146;0;0;2
3147;0;0;2
3148;0;0;1
3149;0;0;1
3150;0;0;1
3151;0;0;1
3152;0;0;1
3153;0;0;1
3154;0;0;1
3155;0;0;1
3156;0;0;1
3157;0;0;1
3158;0;0;0
3159;0;0;0
3160;0;0;0
3161;0;0;0
3162;0;0;0
3163;0;0;0
3164;0;0;0
3165;0;0;0
3166;0;0;0
3167;0;0;0
3168;0;0;0
3169;0;0;0
3170;0;0;0
3171;0;0;0
3172;0;0;0
3173;0;0;0
3174;0;0;0
3175;0;0;0
3176;0;0;0
3177;0;0;0
3178;0;0;0
3179;0;0;0
3180;0;0;0
3181;0;0;0
3182;0;0;0
3183;0;0;0
3184;0;0;0
3185;0;0;0
3186;0;0;0
3187;0;0;0
3188;0;0;0
3189;0;0;0
3190;0;0;0
3191;0;0;0
3192;0;0;0
3193;0;0;0
3194;0;0;0
3195;0;0;0
3196;0;0;0
3197;0;0;1
3198;0;0;1
3199;0;0;1
3200;0;0;1
3201;0;0;1
3202;0;0;2
3203;0;0;2
3204;0;0;2
3205;0;0;2
3206;0;0;2
3207;0;0;2
3208;0;0;2
3209;0;0;2
3210;0;0;2
3211;0;0;2
3212;0;0;2
3213;0;0;2
3214;0;0;2
3215;0;0;2
3216;0;0;2
3217;0;0;2
